Date,Open,High,Low,Close,Adj Close,Volume
2020-10-16,0.257836,0.258331,0.256199,0.258172,0.258172,0
2020-10-19,0.257931,0.258311,0.257226,0.257918,0.257918,0
2020-10-20,0.257725,0.259612,0.256450,0.257513,0.257513,0
2020-10-21,0.259385,0.260661,0.258008,0.259484,0.259484,0
2020-10-22,0.259582,0.259781,0.257624,0.259399,0.259399,0
2020-10-23,0.258421,0.259249,0.257203,0.258618,0.258618,0
2020-10-26,0.259585,0.260017,0.257466,0.259538,0.259538,0
2020-10-27,0.258071,0.258906,0.257132,0.258031,0.258031,0
2020-10-28,0.257030,0.257175,0.252884,0.257129,0.257129,0
2020-10-29,0.253872,0.254699,0.251975,0.253891,0.253891,0
2020-10-30,0.252672,0.253521,0.251989,0.252664,0.252664,0
2020-11-02,0.252659,0.253480,0.251917,0.252698,0.252698,0
2020-11-03,0.253056,0.258585,0.252926,0.253062,0.253062,0
2020-11-04,0.259020,0.259549,0.253017,0.259088,0.259088,0
2020-11-05,0.258692,0.262971,0.258038,0.258759,0.258759,0
2020-11-06,0.261110,0.264201,0.260502,0.261294,0.261294,0
2020-11-09,0.264117,0.266887,0.263051,0.264124,0.264124,0
2020-11-10,0.263999,0.264480,0.261527,0.264026,0.264026,0
2020-11-11,0.262847,0.263477,0.261808,0.262851,0.262851,0
2020-11-12,0.263040,0.263845,0.261928,0.263018,0.263018,0
2020-11-13,0.263116,0.263852,0.262495,0.263137,0.263137,0
2020-11-16,0.264361,0.265750,0.263630,0.264313,0.264313,0
2020-11-17,0.265527,0.265625,0.263609,0.265541,0.265541,0
2020-11-18,0.264382,0.266283,0.264026,0.264410,0.264410,0
2020-11-19,0.265218,0.265823,0.263814,0.265317,0.265317,0
2020-11-20,0.265745,0.266290,0.265308,0.265823,0.265823,0
2020-11-23,0.265788,0.266652,0.263717,0.265795,0.265795,0
2020-11-24,0.264969,0.266418,0.264904,0.264998,0.264998,0
2020-11-25,0.266662,0.267265,0.265678,0.266759,0.266759,0
2020-11-26,0.267080,0.267530,0.265685,0.267165,0.267165,0
2020-11-27,0.266368,0.266830,0.265338,0.266158,0.266158,0
2020-11-30,0.266845,0.268536,0.266613,0.266852,0.266852,0
2020-12-01,0.266695,0.270834,0.266515,0.266574,0.266574,0
2020-12-02,0.271654,0.271887,0.268814,0.271577,0.271577,0
2020-12-03,0.270933,0.272357,0.269873,0.270893,0.270893,0
2020-12-04,0.271862,0.272493,0.271169,0.271876,0.271876,0
2020-12-07,0.271518,0.272155,0.269543,0.271370,0.271370,0
2020-12-08,0.270684,0.272465,0.269694,0.270786,0.270786,0
2020-12-09,0.272276,0.274552,0.272224,0.272179,0.272179,0
2020-12-10,0.273002,0.274771,0.272643,0.273000,0.273000,0
2020-12-11,0.274341,0.275088,0.272361,0.274351,0.274351,0
2020-12-14,0.273145,0.274707,0.271614,0.273167,0.273167,0
2020-12-15,0.273991,0.274582,0.272866,0.274060,0.274060,0
2020-12-16,0.274161,0.275771,0.273524,0.274033,0.274033,0
2020-12-17,0.275012,0.276510,0.274792,0.275099,0.275099,0
2020-12-18,0.276447,0.276629,0.271498,0.276600,0.276600,0
2020-12-21,0.272702,0.273061,0.268186,0.272839,0.272839,0
2020-12-22,0.272326,0.272621,0.269910,0.272345,0.272345,0
2020-12-23,0.270702,0.271800,0.269954,0.270730,0.270730,0
2020-12-24,0.271048,0.271630,0.270285,0.270973,0.270973,0
2020-12-25,0.270812,0.271090,0.270021,0.270929,0.270929,0
2020-12-28,0.271297,0.273240,0.269829,0.271231,0.271231,0
2020-12-29,0.271887,0.273694,0.268445,0.272106,0.272106,0
2020-12-30,0.269900,0.271975,0.267045,0.269909,0.269909,0
2020-12-31,0.268598,0.270035,0.265968,0.268618,0.268618,0
2021-01-01,0.268500,0.269628,0.266922,0.268565,0.268565,0
2021-01-04,0.268822,0.271186,0.268514,0.268844,0.268844,0
2021-01-05,0.269106,0.271275,0.268845,0.269089,0.269089,0
2021-01-06,0.271550,0.274038,0.270998,0.271572,0.271572,0
2021-01-07,0.272795,0.273238,0.270764,0.272810,0.272810,0
2021-01-08,0.271686,0.272420,0.270476,0.271806,0.271806,0
2021-01-11,0.270241,0.270561,0.267941,0.270182,0.270182,0
2021-01-12,0.268853,0.269622,0.268195,0.268889,0.268889,0
2021-01-13,0.270111,0.270636,0.267911,0.270263,0.270263,0
2021-01-14,0.267919,0.268327,0.266370,0.268099,0.268099,0
2021-01-15,0.267702,0.267954,0.265768,0.267852,0.267852,0
2021-01-18,0.266106,0.266830,0.265175,0.266149,0.266149,0
2021-01-19,0.266624,0.268053,0.266525,0.266633,0.266633,0
2021-01-20,0.267802,0.268666,0.266561,0.267855,0.267855,0
2021-01-21,0.267202,0.268651,0.267181,0.267231,0.267231,0
2021-01-22,0.268651,0.268955,0.267740,0.268608,0.268608,0
2021-01-25,0.268136,0.268651,0.266848,0.268154,0.268154,0
2021-01-26,0.267487,0.267967,0.266336,0.267716,0.267716,0
2021-01-27,0.267687,0.268089,0.265038,0.267903,0.267903,0
2021-01-28,0.266219,0.267358,0.265178,0.266361,0.266361,0
2021-01-29,0.266938,0.269085,0.266326,0.266909,0.266909,0
2021-02-01,0.268298,0.268687,0.267526,0.268320,0.268320,0
2021-02-02,0.267644,0.268976,0.267104,0.267617,0.267617,0
2021-02-03,0.268687,0.269194,0.267380,0.268718,0.268718,0
2021-02-04,0.268507,0.268709,0.265924,0.268622,0.268622,0
2021-02-05,0.265921,0.268608,0.265611,0.266000,0.266000,0
2021-02-08,0.268781,0.269622,0.267900,0.268767,0.268767,0
2021-02-09,0.269244,0.270753,0.269244,0.269455,0.269455,0
2021-02-10,0.270841,0.271599,0.270044,0.271047,0.271047,0
2021-02-11,0.269875,0.270351,0.269032,0.270022,0.270022,0
2021-02-12,0.269520,0.269791,0.268496,0.269709,0.269709,0
2021-02-15,0.269596,0.271025,0.269504,0.269668,0.269668,0
2021-02-16,0.270526,0.271599,0.269073,0.270702,0.270702,0
2021-02-17,0.268839,0.269186,0.267243,0.269023,0.269023,0
2021-02-18,0.268326,0.269462,0.267783,0.268349,0.268349,0
2021-02-19,0.269375,0.271098,0.269165,0.269406,0.269406,0
2021-02-22,0.270424,0.270951,0.269117,0.270475,0.270475,0
2021-02-23,0.270651,0.271069,0.269298,0.270677,0.270677,0
2021-02-24,0.269628,0.270102,0.268042,0.269609,0.269609,0
2021-02-25,0.270161,0.271909,0.269849,0.270222,0.270222,0
2021-02-26,0.269156,0.269690,0.267418,0.269469,0.269469,0
